block_size_x,block_size_y,nvml_pwr_limit,sm__warps_active.avg.pct_of_peak_sustained_active,sm__warps_active.max.pct_of_peak_sustained_active,sm__cycles_active.avg.pct_of_peak_sustained_active,temperature,time,times,pwr_temperature,nvml_power,nvml_energy,compile_time,verification_time,benchmark_time,Joules/token,FLOPS/Watt,SM_Active_Avg,Temperature,SM_Eff,strategy_time,framework_time,timestamp,run_label,batch_size,seq_len,nhead,dim_per_head
2,32,185,4.166306570723124,,100.0,64.0,0.0159968002699315,"[0.009696000255644321, 0.021376000717282295, 0.01881599985063076, 0.016736000776290894, 0.016448000445961952, 0.015968000516295433, 0.015263999812304974, 0.015168000012636185, 0.015104000456631184, 0.01539199985563755]",65.0,121.222,0.0019391641223216,0.0,0,0.0,6.167824816544665e-07,13281829889.24338,4.166306570723124,64.0,,2.089323941618204,0.0998100731521844,2025-03-27T10:54:47.033123,rq2_bayes_opt,4,786,16,256
32,16,165,33.15174301094635,,100.0,61.0,0.0857407994568348,"[0.07843200117349625, 0.09087999910116196, 0.0880960002541542, 0.08748800307512283, 0.08575999736785889, 0.08575999736785889, 0.08531200140714645, 0.08569599688053131, 0.08511999994516373, 0.08486399799585342]",62.0,98.955,0.008484480810251,693.6730288434774,0,916.2908599246292,2.071406447815207e-06,3954800859.406623,33.15174301094635,61.0,,31.79488400928676,0.0,2025-03-27T10:55:08.305638,rq2_bayes_opt,4,1024,16,256
1,32,165,2.083333333333333,,100.0,64.0,0.0163583999499678,"[0.009727999567985535, 0.021344000473618507, 0.018719999119639397, 0.017503999173641205, 0.016767999157309532, 0.01648000068962574, 0.015968000516295433, 0.015776000916957855, 0.01539199985563755, 0.015904000028967857]",65.0,125.96,0.0020605040576979,0.0,0,0.0,5.03052748461414e-07,16284574580.012173,2.083333333333333,64.0,,0.1416609156876802,0.3065220080316067,2025-03-27T10:55:08.305638,rq2_bayes_opt,4,1024,16,256
16,4,100,4.166451593873743,,100.0,63.0,0.0233312001451849,"[0.01568000018596649, 0.027264000847935677, 0.02598400041460991, 0.023679999634623528, 0.023072000592947006, 0.02300800010561943, 0.023423999547958374, 0.023104000836610794, 0.025696000084280968, 0.02239999920129776]",63.0,102.063,0.002381252280418,0.0,0,0.0,5.813604200239297e-07,14091086558.081823,4.166451593873743,63.0,,0.0508700031787157,0.0644309911876916,2025-03-27T10:55:08.305638,rq2_bayes_opt,4,1024,16,256
128,4,135,33.28406564621966,,100.0,63.0,0.0644384004175663,"[0.0575999990105629, 0.06960000097751617, 0.06691200286149979, 0.06537599861621857, 0.06470400094985962, 0.06415999680757523, 0.06428799778223038, 0.0639680027961731, 0.06384000182151794, 0.06393600255250931]",64.0,102.928,0.0066325156781792,0.0,0,0.0,1.6192665229929844e-06,5059080690.965098,33.28406564621966,63.0,,0.0473200343549251,0.0572600401937961,2025-03-27T10:55:08.305638,rq2_bayes_opt,4,1024,16,256
2,32,200,4.166400145934907,,100.0,62.0,0.020179200079292,"[0.012640000320971012, 0.024800000712275505, 0.02147199958562851, 0.02191999927163124, 0.021247999742627144, 0.02067199908196926, 0.019936000928282738, 0.019807999953627586, 0.019392000511288643, 0.01990400068461895]",64.0,122.124,0.0024643646304834,0.0,0,0.0,6.016515211141268e-07,13615855212.715511,4.166400145934907,62.0,,0.0480099115520715,0.0541401095688343,2025-03-27T10:55:08.305638,rq2_bayes_opt,4,1024,16,256
32,1,150,2.083333333333333,,100.0,61.0,0.0289151998236775,"[0.021727999672293663, 0.03372799977660179, 0.0315839983522892, 0.0297279991209507, 0.029120000079274178, 0.028960000723600388, 0.028704000636935234, 0.02848000079393387, 0.028831999748945236, 0.02828799933195114]",62.0,98.437,0.0028463255250433,687.8062679897994,0,696.1184828542173,6.949036926375356e-07,11788683938.211533,2.083333333333333,61.0,,0.0397700350731611,48.65190712735057,2025-03-27T10:55:08.305638,rq2_bayes_opt,4,1024,16,256
8,128,250,66.30606920473316,,100.0,63.0,0.0455487992614507,"[0.03814399987459183, 0.05119999870657921, 0.048287998884916306, 0.046879999339580536, 0.045791998505592346, 0.04543999955058098, 0.04495999962091446, 0.04479999840259552, 0.04464000090956688, 0.045343998819589615]",64.0,112.756,0.0051359004095241,0.0,0,0.0,1.25388193591898e-06,6533310485.883998,66.30606920473316,63.0,,0.137171009555459,0.3029920626431703,2025-03-27T10:55:08.305638,rq2_bayes_opt,4,1024,16,256
2,64,250,8.332399792914275,,100.0,61.0,0.0266208000481128,"[0.01945599913597107, 0.031808000057935715, 0.029440000653266907, 0.02735999971628189, 0.026623999699950218, 0.02691200003027916, 0.02611199952661991, 0.026016000658273697, 0.02627200074493885, 0.026208000257611275]",63.0,130.04,0.0034617688382565,701.3175080064684,0,674.9838709365577,8.451584077774895e-07,9692857486.376404,8.332399792914275,61.0,,0.0558102037757635,50.21618586033583,2025-03-27T10:55:08.305638,rq2_bayes_opt,4,1024,16,256
1,256,115,16.650794554500404,,100.0,64.0,0.0181343999691307,"[0.011103999800980091, 0.02316799946129322, 0.019807999953627586, 0.018432000651955605, 0.01756799966096878, 0.019487999379634857, 0.017472000792622566, 0.018688000738620758, 0.017311999574303627, 0.018303999677300453]",65.0,115.946,0.0021026111388208,0.0,0,0.0,5.133327975636803e-07,15958458214.397964,16.650794554500404,64.0,,0.1261609140783548,0.316631980240345,2025-03-27T10:55:08.305638,rq2_bayes_opt,4,1024,16,256
32,2,200,4.166544942100842,,100.0,62.0,0.0291327996179461,"[0.02195199951529503, 0.033535998314619064, 0.03167999908328056, 0.029759999364614487, 0.029472000896930695, 0.029055999591946602, 0.029184000566601753, 0.029343999922275543, 0.029279999434947968, 0.028063999488949776]",62.0,101.379,0.0029534540924677,0.0,0,0.0,7.210581280438873e-07,11361081279.56834,4.166544942100842,62.0,,0.0726599246263504,0.0654410105198621,2025-03-27T10:55:08.305638,rq2_bayes_opt,4,1024,16,256
32,8,235,16.66375348671226,,100.0,61.0,0.0517120003700256,"[0.04403200000524521, 0.05721599981188774, 0.05369599908590317, 0.05260799825191498, 0.05241600051522255, 0.05209600180387497, 0.05145600065588951, 0.051072001457214355, 0.05110400170087814, 0.05142400041222572]",62.0,99.063,0.0051227458926558,703.8064738735557,0,841.5067549794912,1.250670383949182e-06,6550087141.371745,16.66375348671226,61.0,,0.0578900799155235,48.59297489747405,2025-03-27T10:55:08.305638,rq2_bayes_opt,4,1024,16,256
2,32,215,4.166495651342214,,100.0,61.0,0.0260896001011133,"[0.018848000094294548, 0.0306560005992651, 0.02844800055027008, 0.02768000029027462, 0.026335999369621277, 0.026208000257611275, 0.02643200010061264, 0.02595200017094612, 0.02537599951028824, 0.024960000067949295]",63.0,119.0475,0.0031059016680372,707.5845371000469,0,669.9993959628046,7.58276774423166e-07,10803443117.761047,4.166495651342214,61.0,,0.1459810882806778,50.47966772690416,2025-03-27T10:55:08.305638,rq2_bayes_opt,4,1024,16,256
256,1,200,16.081192159261153,,100.0,61.0,0.051350399851799,"[0.04390399903059006, 0.05657599866390228, 0.0533440001308918, 0.05257600173354149, 0.05225599929690361, 0.05161599814891815, 0.051263999193906784, 0.050464000552892685, 0.05087999999523163, 0.050624001771211624]",62.0,100.085,0.0051394047691673,706.3030682038516,0,834.8328571300954,1.2547374924724865e-06,6528855676.30365,16.081192159261153,61.0,,0.1489599235355854,51.4837559312582,2025-03-27T10:55:08.305638,rq2_bayes_opt,4,1024,16,256
2,128,115,16.660548556703038,,100.0,61.0,0.0302079999819397,"[0.02252800017595291, 0.03516799956560135, 0.033215999603271484, 0.03110400028526783, 0.0297279991209507, 0.030208000913262367, 0.030368000268936157, 0.030208000913262367, 0.02953599952161312, 0.03001599945127964]",63.0,118.244,0.0035719147498644,710.9058378264308,0,742.8844009991735,8.72049499478635e-07,9393962160.287556,16.660548556703038,61.0,,0.1499908976256847,46.59314127638936,2025-03-27T10:55:08.305638,rq2_bayes_opt,4,1024,16,256
16,32,100,33.21115694320446,,100.0,61.0,0.0634751990437507,"[0.055615998804569244, 0.06924799829721451, 0.06623999774456024, 0.0642239972949028, 0.06335999816656113, 0.06409599632024765, 0.06345599889755249, 0.06284800171852112, 0.06268800050020218, 0.06297600269317627]",62.0,101.963,0.0064721217200979,719.9212270788848,0,864.8607258219272,1.5801078418207905e-06,5184456265.061118,33.21115694320446,61.0,,0.1432308927178383,49.22511940822005,2025-03-27T10:55:08.305638,rq2_bayes_opt,4,1024,16,256
128,8,165,66.26960736604336,,100.0,61.0,0.1601440012454986,"[0.15244799852371216, 0.16518400609493256, 0.16291199624538422, 0.16182400286197662, 0.1603199988603592, 0.16099199652671814, 0.15942400693893433, 0.15916800498962402, 0.15932799875736237, 0.15984000265598297]",62.0,99.9905,0.016012878756538,715.0118430145085,0,972.5749250501394,3.909394227670419e-06,2095465313.2747767,66.26960736604336,61.0,,0.1535010524094104,49.70783297903836,2025-03-27T10:55:08.305638,rq2_bayes_opt,4,1024,16,256
16,8,115,8.331043739144166,,100.0,64.0,0.0200256000272929,"[0.012575999833643436, 0.026528000831604004, 0.021695999428629875, 0.019551999866962433, 0.020479999482631683, 0.02054399996995926, 0.02022399939596653, 0.01958400011062622, 0.01913600042462349, 0.019936000928282738]",64.0,106.05,0.0021237148828944,0.0,0,0.0,5.184850788316453e-07,15799876089.896086,8.331043739144166,64.0,,0.1508209388703107,0.3088822122663259,2025-03-27T10:55:08.305638,rq2_bayes_opt,4,1024,16,256
32,32,215,66.27992140973492,,100.0,61.0,0.1602048009634017,"[0.15241600573062897, 0.16592000424861908, 0.16249600052833557, 0.16176000237464905, 0.16102400422096252, 0.1600639969110489, 0.15964800119400024, 0.1599999964237213, 0.1592639982700348, 0.15945599973201752]",62.0,101.514,0.0162630301649987,716.1744101904333,0,970.8711130078882,3.970466348876652e-06,2063233706.115588,66.27992140973492,61.0,,0.0635299365967512,57.2232217527926,2025-03-27T10:55:08.305638,rq2_bayes_opt,4,1024,16,256
2,128,200,16.66019454113065,,100.0,61.0,0.0295776000246405,"[0.022495999932289124, 0.03446400165557861, 0.03219199925661087, 0.030719999223947525, 0.02969600073993206, 0.02956799976527691, 0.029311999678611755, 0.029023999348282814, 0.029343999922275543, 0.028960000723600388]",65.0,150.183,0.0044420527045005,715.3123300522566,0,721.0782391484827,1.0844855235597152e-06,7553812219.743219,16.66019454113065,61.0,,0.1500009093433618,49.768871860578656,2025-03-27T10:55:08.305638,rq2_bayes_opt,4,1024,16,256
128,4,115,33.221823572827155,,100.0,62.0,0.0861599996685981,"[0.07865600287914276, 0.09161599725484848, 0.088639996945858, 0.08764799684286118, 0.08604799956083298, 0.08649600297212601, 0.08591999858617783, 0.08553600311279297, 0.08521600067615509, 0.08582399785518646]",62.0,100.895,0.0086931131665632,714.2447559162974,0,921.742503065616,2.122342081680472e-06,3859886712.2841806,33.221823572827155,62.0,,0.1480169594287872,52.74842097423971,2025-03-27T10:55:08.305638,rq2_bayes_opt,4,1024,16,256
1,32,100,2.083333333333333,,100.0,60.0,0.0143968000542372,"[0.00774399982765317, 0.019807999953627586, 0.016896000131964684, 0.014720000326633453, 0.01414399966597557, 0.014816000126302242, 0.014112000353634357, 0.01369599997997284, 0.013632000423967838, 0.014399999752640724]",61.0,0.0,0.0,0.0,0,0.0,1000000.0,0.0,2.083333333333333,60.0,,23.186747916042805,0.3035340923815965,2025-03-27T10:55:08.305638,rq2_bayes_opt,4,1024,16,256
1,32,115,2.083333333333333,,100.0,64.0,0.0163360000587999,"[0.009568000212311745, 0.021376000717282295, 0.018464000895619392, 0.01724799908697605, 0.01708799973130226, 0.01651199907064438, 0.0161920003592968, 0.01548799965530634, 0.015744000673294067, 0.01568000018596649]",65.0,116.162,0.0018976224388303,0.0,0,0.0,4.632867282300595e-07,17682354146.635532,2.083333333333333,64.0,,0.2793739549815655,0.0823079608380794,2025-03-27T10:55:08.305638,rq2_bayes_opt,4,1024,16,256
32,1,250,2.083333333333333,,100.0,63.0,0.0181920001283288,"[0.010751999914646149, 0.022911999374628067, 0.02022399939596653, 0.019071999937295914, 0.018783999606966972, 0.01942400075495243, 0.017472000792622566, 0.017920000478625298, 0.016992000862956047, 0.01836800016462803]",64.0,103.835,0.001888966333325,0.0,0,0.0,4.611734212219289e-07,17763382760.208534,2.083333333333333,63.0,,0.1670271158218383,0.0769579783082008,2025-03-27T10:55:08.305638,rq2_bayes_opt,4,1024,16,256
1,32,135,2.083333333333333,,100.0,64.0,0.0161888002417981,"[0.009568000212311745, 0.021247999742627144, 0.018432000651955605, 0.017696000635623932, 0.016672000288963318, 0.016416000202298164, 0.015519999898970127, 0.015168000012636185, 0.015456000342965126, 0.01571200042963028]",65.0,126.069,0.0020409058576832,0.0,0,0.0,4.982680316609503e-07,16440950411.152002,2.083333333333333,64.0,,1.8103020265698435,0.0950880348682403,2025-03-27T10:55:08.305638,rq2_bayes_opt,4,1024,16,256
1,32,150,2.083333333333333,,100.0,64.0,0.0163264000788331,"[0.009600000455975533, 0.02131200022995472, 0.019200000911951065, 0.01817600056529045, 0.0161920003592968, 0.016543999314308167, 0.016063999384641647, 0.015135999768972397, 0.015359999611973763, 0.01568000018596649]",65.0,125.9,0.002055493769925,0.0,0,0.0,5.018295336731172e-07,16324268402.537111,2.083333333333333,64.0,,0.2780638169497251,0.0812381040304899,2025-03-27T10:55:08.305638,rq2_bayes_opt,4,1024,16,256
1024,1,100,60.17890565101701,,100.0,63.0,0.0260640000924468,"[0.018912000581622124, 0.03033600002527237, 0.029120000079274178, 0.02751999907195568, 0.026399999856948853, 0.02643200010061264, 0.025919999927282333, 0.025248000398278236, 0.02502400055527687, 0.025728000327944756]",64.0,102.173,0.0026630370814455,0.0,0,0.0,6.501555374622967e-07,12600061874.38658,60.17890565101701,63.0,,0.1929160207509994,0.0836281105875969,2025-03-27T10:55:08.305638,rq2_bayes_opt,4,1024,16,256
1,32,185,2.083333333333333,,100.0,64.0,0.0160096002742648,"[0.009568000212311745, 0.02127999998629093, 0.017952000722289085, 0.016736000776290894, 0.016224000602960587, 0.01603199914097786, 0.015424000099301338, 0.015744000673294067, 0.01539199985563755, 0.015744000673294067]",65.0,126.025,0.0020176098745642,0.0,0,0.0,4.92580535782281e-07,16630782998.743658,2.083333333333333,64.0,,1.81990209966898,0.0919690355658531,2025-03-27T10:55:08.305638,rq2_bayes_opt,4,1024,16,256
1,32,200,2.083333333333333,,100.0,64.0,0.0162528000771999,"[0.009568000212311745, 0.02191999927163124, 0.018400000408291817, 0.01756799966096878, 0.016896000131964684, 0.015968000516295433, 0.015744000673294067, 0.015552000142633915, 0.01539199985563755, 0.015519999898970127]",65.0,126.067,0.0020489417473323,0.0,0,0.0,5.002299187823155e-07,16376469484.155151,2.083333333333333,64.0,,0.2766749821603298,0.0825980678200721,2025-03-27T10:55:08.305638,rq2_bayes_opt,4,1024,16,256
1,1024,250,65.92087565384297,,100.0,63.0,0.0370816001668572,"[0.029120000079274178, 0.04217600077390671, 0.040192000567913055, 0.03791999816894531, 0.03721600025892258, 0.03721600025892258, 0.036959998309612274, 0.03686400130391121, 0.03638400137424469, 0.036768000572919846]",71.0,213.818,0.007928713584477,0.0,0,0.0,1.935721089960225e-06,4232014644.304116,65.92087565384297,63.0,,0.1564770936965942,0.078087905421853,2025-03-27T10:55:08.305638,rq2_bayes_opt,4,1024,16,256
1,32,215,2.083333333333333,,100.0,64.0,0.0163423999212682,"[0.009568000212311745, 0.02143999934196472, 0.018751999363303185, 0.017152000218629837, 0.01664000004529953, 0.01651199907064438, 0.01616000011563301, 0.015647999942302704, 0.015552000142633915, 0.01600000075995922]",65.0,125.968,0.0020586194332823,0.0,0,0.0,5.025926350786903e-07,16299482778.368586,2.083333333333333,64.0,,1.8312421161681407,0.0926477368921041,2025-03-27T10:55:08.305638,rq2_bayes_opt,4,1024,16,256
1,32,235,2.083333333333333,,100.0,63.0,0.0160352002829313,"[0.009535999968647957, 0.02112000063061714, 0.018464000895619392, 0.016704000532627106, 0.01600000075995922, 0.01587199978530407, 0.015359999611973763, 0.016448000445961952, 0.015519999898970127, 0.01532800029963255]",65.0,125.993,0.0020203229892473,0.0,0,0.0,4.932429172967203e-07,16608449331.41115,2.083333333333333,63.0,,0.2756440080702305,0.0817079562693834,2025-03-27T10:55:08.305638,rq2_bayes_opt,4,1024,16,256
1024,1,250,60.18650336323714,,100.0,63.0,0.0259423999115824,"[0.018751999363303185, 0.030239999294281006, 0.028896000236272812, 0.026815999299287796, 0.02627200074493885, 0.026079999282956123, 0.0261439997702837, 0.02550400048494339, 0.025407999753952026, 0.025312000885605812]",64.0,103.539,0.0026860501444453,0.0,0,0.0,6.557739610462249e-07,12492109303.837627,60.18650336323714,63.0,,0.1719871070235967,0.0794578809291124,2025-03-27T10:55:08.305638,rq2_bayes_opt,4,1024,16,256
1,32,250,2.083333333333333,,100.0,64.0,0.0163391999900341,"[0.009535999968647957, 0.02160000056028366, 0.018880000337958336, 0.017152000218629837, 0.016287999227643013, 0.01635199971497059, 0.015936000272631645, 0.015904000028967857, 0.015647999942302704, 0.016095999628305435]",65.0,125.922,0.002057464741145,0.0,0,0.0,5.023107278186217e-07,16308630388.156937,2.083333333333333,64.0,,1.825651852414012,0.0930782407522201,2025-03-27T10:55:08.305638,rq2_bayes_opt,4,1024,16,256
1,64,100,4.166272209556366,,100.0,63.0,0.016483199968934,"[0.009824000298976898, 0.022143999114632607, 0.018464000895619392, 0.017823999747633934, 0.016672000288963318, 0.01616000011563301, 0.015552000142633915, 0.01708799973130226, 0.015807999297976494, 0.015296000055968761]",64.0,102.085,0.0016826874688286,0.0,0,0.0,4.108123703194906e-07,19940976932.19181,4.166272209556366,63.0,,0.2761839423328638,0.0820790883153677,2025-03-27T10:55:08.305638,rq2_bayes_opt,4,1024,16,256
1,1024,100,65.9126254251442,,100.0,65.0,0.037631999887526,"[0.029983999207615852, 0.0424639992415905, 0.040832001715898514, 0.0390079990029335, 0.03872000053524971, 0.037728000432252884, 0.03753599897027016, 0.036768000572919846, 0.0360959991812706, 0.03718400001525879]",66.0,97.21,0.0036582067090664,0.0,0,0.0,8.931168723306655e-07,9172371784.47012,65.9126254251442,65.0,,0.1558770891278982,0.0793889630585908,2025-03-27T10:55:08.305638,rq2_bayes_opt,4,1024,16,256
1,64,115,4.166290299065658,,100.0,63.0,0.0161663999781012,"[0.009664000011980534, 0.021023999899625778, 0.01865600049495697, 0.016672000288963318, 0.016287999227643013, 0.01616000011563301, 0.01616000011563301, 0.01583999954164028, 0.01548799965530634, 0.01571200042963028]",65.0,116.553,0.0018842424166476,0.0,0,0.0,4.600201212518642e-07,17807916700.919315,4.166290299065658,63.0,,1.5957269351929426,0.0917080324143171,2025-03-27T10:55:08.305638,rq2_bayes_opt,4,1024,16,256
1,1024,165,65.9109825655862,,100.0,65.0,0.0367360001429915,"[0.029055999591946602, 0.04108799993991852, 0.03920000046491623, 0.03807999938726425, 0.03728000074625015, 0.03718400001525879, 0.036288000643253326, 0.03638400137424469, 0.035999998450279236, 0.03680000081658363]",70.0,167.873,0.0061669825520044,0.0,0,0.0,1.5056109746104535e-06,5440980530.923345,65.9109825655862,65.0,,0.1577371731400489,0.080987811088562,2025-03-27T10:55:08.305638,rq2_bayes_opt,4,1024,16,256
1,64,135,4.166294237400161,,100.0,63.0,0.0161599998362362,"[0.009535999968647957, 0.020959999412298203, 0.018719999119639397, 0.016863999888300896, 0.016896000131964684, 0.016416000202298164, 0.015424000099301338, 0.01548799965530634, 0.015168000012636185, 0.016127999871969223]",65.0,134.302,0.0021703202980061,0.0,0,0.0,5.298633540054197e-07,15460589863.544722,4.166294237400161,63.0,,1.609336119145155,0.0918277073651552,2025-03-27T10:55:08.305638,rq2_bayes_opt,4,1024,16,256
1024,1,165,60.21378152334967,,100.0,64.0,0.026108800061047,"[0.018783999606966972, 0.03129599988460541, 0.028831999748945236, 0.02739199995994568, 0.026944000273942947, 0.02643200010061264, 0.025312000885605812, 0.02534399926662445, 0.025248000398278236, 0.02550400048494339]",64.0,104.743,0.0027347140447942,0.0,0,0.0,6.676547960923471e-07,12269813753.97312,60.21378152334967,64.0,,0.1720569562166929,0.0801680143922567,2025-03-27T10:55:08.305638,rq2_bayes_opt,4,1024,16,256
1,64,150,4.166264299724182,,100.0,63.0,0.0165727998130023,"[0.009664000011980534, 0.021503999829292297, 0.018783999606966972, 0.017535999417304993, 0.017311999574303627, 0.016831999644637108, 0.016063999384641647, 0.015936000272631645, 0.016095999628305435, 0.01600000075995922]",65.0,135.186,0.0022404105155205,0.0,0,0.0,5.469752235157557e-07,14976912386.167755,4.166264299724182,63.0,,1.6620049718767405,0.0926279462873935,2025-03-27T10:55:08.305638,rq2_bayes_opt,4,1024,16,256
256,4,250,66.4259595380631,,100.0,63.0,0.0688576001673936,"[0.060127999633550644, 0.0732479989528656, 0.07023999840021133, 0.06937599927186966, 0.0679360032081604, 0.06870400160551071, 0.07625599950551987, 0.06761600077152252, 0.06723199784755707, 0.06784000247716904]",64.0,102.764,0.007076082423602,0.0,0,0.0,1.7275591854497178e-06,4741950417.095239,66.4259595380631,63.0,,0.1716169063001871,0.0798781402409076,2025-03-27T10:55:08.305638,rq2_bayes_opt,4,1024,16,256
1,64,165,4.166297187691859,,100.0,63.0,0.0159647999331355,"[0.009568000212311745, 0.021407999098300934, 0.018015999346971512, 0.016992000862956047, 0.01600000075995922, 0.016287999227643013, 0.015647999942302704, 0.015424000099301338, 0.014944000169634819, 0.015359999611973763]",65.0,135.307,0.0021601491845527,0.0,0,0.0,5.273801720099526e-07,15533386416.062304,4.166297187691859,63.0,,1.6421759501099586,0.0920081511139869,2025-03-27T10:55:08.305638,rq2_bayes_opt,4,1024,16,256
64,1,100,4.166427551202592,,100.0,63.0,0.0200991998426616,"[0.012128000147640705, 0.024671999737620354, 0.021695999428629875, 0.021663999184966087, 0.02099199965596199, 0.020735999569296837, 0.020031999796628952, 0.01961600035429001, 0.019360000267624855, 0.020096000283956528]",64.0,101.811,0.0020463196351812,0.0,0,0.0,4.995897546829156e-07,16397453957.396255,4.166427551202592,63.0,,0.1693661324679851,0.0796788372099399,2025-03-27T10:55:08.305638,rq2_bayes_opt,4,1024,16,256
1,64,185,4.166260094152121,,100.0,64.0,0.0160704001784324,"[0.009600000455975533, 0.021568000316619873, 0.018432000651955605, 0.01724799908697605, 0.0161920003592968, 0.016448000445961952, 0.015168000012636185, 0.015296000055968761, 0.01532800029963255, 0.015424000099301338]",66.0,135.642,0.0021798212210029,0.0,0,0.0,5.3218291528392e-07,15393203661.244108,4.166260094152121,64.0,,1.5978268347680569,0.090138055384159,2025-03-27T10:55:08.305638,rq2_bayes_opt,4,1024,16,256
4,8,250,2.083333333333333,,100.0,62.0,0.0239359997212886,"[0.016416000202298164, 0.028511999174952507, 0.026464000344276428, 0.02534399926662445, 0.02470399998128414, 0.024639999493956566, 0.023135999217629433, 0.023135999217629433, 0.023360000923275948, 0.02364799939095974]",62.0,106.547,0.0025503089623041,0.0,0,0.0,6.226340240000354e-07,13157006659.179188,2.083333333333333,62.0,,0.1600070390850305,0.0791579950600862,2025-03-27T10:55:08.305638,rq2_bayes_opt,4,1024,16,256
1,64,200,4.166105085253408,,100.0,62.0,0.0142560001928359,"[0.00774399982765317, 0.01990400068461895, 0.016736000776290894, 0.015424000099301338, 0.014431999996304512, 0.013791999779641628, 0.014047999866306782, 0.013632000423967838, 0.013376000337302685, 0.013472000136971474]",64.0,0.0,0.0,0.0,0,0.0,1000000.0,0.0,4.166105085253408,62.0,,1.5631669666618109,0.090588117018342,2025-03-27T10:55:08.305638,rq2_bayes_opt,4,1024,16,256
1,64,215,4.166261478879956,,100.0,64.0,0.0160895998589694,"[0.009535999968647957, 0.021215999498963356, 0.01788800023496151, 0.01692800037562847, 0.015936000272631645, 0.01664000004529953, 0.01603199914097786, 0.01583999954164028, 0.015263999812304974, 0.015615999698638916]",66.0,135.303,0.0021769711297181,0.0,0,0.0,5.314870922163436e-07,15413356448.298124,4.166261478879956,64.0,,1.6228058375418186,0.0912083778530359,2025-03-27T10:55:08.305638,rq2_bayes_opt,4,1024,16,256
1,64,235,4.166298554691335,,100.0,64.0,0.0162175999954342,"[0.009503999724984169, 0.02143999934196472, 0.018751999363303185, 0.016736000776290894, 0.01600000075995922, 0.016416000202298164, 0.015807999297976494, 0.015904000028967857, 0.01571200042963028, 0.015904000028967857]",66.0,135.266,0.0021936898809824,0.0,0,0.0,5.355688185992221e-07,15295886757.235308,4.166298554691335,64.0,,1.6043467912822962,0.0933483242988586,2025-03-27T10:55:08.305638,rq2_bayes_opt,4,1024,16,256
1,64,250,4.166266874126579,,100.0,63.0,0.016438400093466,"[0.009568000212311745, 0.021727999672293663, 0.01881599985063076, 0.017216000705957413, 0.016863999888300896, 0.01635199971497059, 0.016224000602960587, 0.015904000028967857, 0.01548799965530634, 0.016224000602960587]",66.0,135.265,0.0022235401886426,0.0,0,0.0,5.428564913678428e-07,15090544426.130943,4.166266874126579,63.0,,1.6161059029400349,0.0936680007725954,2025-03-27T10:55:08.305638,rq2_bayes_opt,4,1024,16,256
1,128,100,8.330026508944563,,100.0,63.0,0.0168127998709678,"[0.010239999741315842, 0.021663999184966087, 0.01865600049495697, 0.017184000462293625, 0.01651199907064438, 0.016992000862956047, 0.016416000202298164, 0.01603199914097786, 0.015807999297976494, 0.018624000251293182]",64.0,103.182,0.0017347783162862,0.0,0,0.0,4.23529862374562e-07,19342201643.281403,8.330026508944563,63.0,,1.622276846319437,0.0905082561075687,2025-03-27T10:55:08.305638,rq2_bayes_opt,4,1024,16,256
1,128,115,8.330062762358887,,100.0,63.0,0.0167647998780012,"[0.010015999898314476, 0.021503999829292297, 0.01929599978029728, 0.017184000462293625, 0.016575999557971954, 0.01708799973130226, 0.016543999314308167, 0.01616000011563301, 0.016672000288963318, 0.016607999801635742]",65.0,116.298,0.0019497126962117,0.0,0,0.0,4.760040762235804e-07,17209936656.40837,8.330062762358887,63.0,,1.6577851492911575,0.0924277119338512,2025-03-27T10:55:08.305638,rq2_bayes_opt,4,1024,16,256
1,128,135,8.330035751369536,,100.0,63.0,0.0167584001086652,"[0.0098879998549819, 0.02223999984562397, 0.019200000911951065, 0.01820800080895424, 0.01740800030529499, 0.016383999958634377, 0.015647999942302704, 0.01539199985563755, 0.01679999940097332, 0.016416000202298164]",66.0,136.705,0.002290957086855,0.0,0,0.0,5.593156950329785e-07,14646469020.535854,8.330035751369536,63.0,,1.6355561092495918,0.0904977787286043,2025-03-27T10:55:08.305638,rq2_bayes_opt,4,1024,16,256
1,128,150,8.33000987773755,,100.0,63.0,0.0165248000063002,"[0.010015999898314476, 0.02191999927163124, 0.018624000251293182, 0.017055999487638474, 0.016575999557971954, 0.01696000061929226, 0.01648000068962574, 0.015807999297976494, 0.015584000386297703, 0.016224000602960587]",67.0,152.502,0.0025200650505607,0.0,0,0.0,6.15250256484569e-07,13314907086.439323,8.33000987773755,63.0,,1.6475350130349398,0.0914190895855426,2025-03-27T10:55:08.305638,rq2_bayes_opt,4,1024,16,256
1,128,165,8.330021316480162,,100.0,63.0,0.016671999823302,"[0.009952000342309475, 0.021536000072956085, 0.01926399953663349, 0.017055999487638474, 0.016543999314308167, 0.016607999801635742, 0.016287999227643013, 0.015744000673294067, 0.015744000673294067, 0.017983999103307724]",67.0,152.732,0.0025463478770125,0.0,0,0.0,6.21666962161271e-07,13177473629.15975,8.330021316480162,63.0,,1.670225989073515,0.0893578398972749,2025-03-27T10:55:08.305638,rq2_bayes_opt,4,1024,16,256
